Engine_speed_rpm,Engine_torque_Nm,Power_in_kW
1518.5,150.985,229.2707225
1506,148.03,222.93318
1499.75,136.21,204.2809475
1487,134.24,199.61488
1460.25,131.777,192.4273643
1487.25,127.837,190.1255783
1484,126.852,188.248368
1493.75,126.36,188.75025
1495.25,121.927,182.3113468
1490,117.495,175.06755
1489,108.63,161.75007
1485.25,93.855,139.3981388
1505.5,87.945,132.4011975
1512.25,73.17,110.6513325
1492.75,67.753,101.1382908
1462.25,68.737,100.5106783
1463,68.737,100.562231
1462.25,69.23,101.2315675
1465,69.23,101.42195
1467,70.215,103.005405
1466.25,70.707,103.6741388
1468,70.707,103.797876
1463,70.707,103.444341
1468.75,70.707,103.8509063
1465,73.17,107.19405
1467,78.587,115.287129
1466.5,85.482,125.359353
1464.75,92.378,135.3106755
1469.25,101.735,149.4741488
1470,107.153,157.51491
1493.5,109.615,163.7100025
1553.25,109.122,169.4937465
1581.75,106.66,168.709455
1563.75,106.167,166.0186463
1543.75,107.645,166.1769688
1545.5,108.137,167.1257335
1574,108.137,170.207638
1589.5,108.137,171.8837615
1570.75,108.137,169.8561928
1585.5,108.137,171.4512135
1591.75,108.137,172.1270698
1595.75,108.137,172.5596178
1605.5,108.137,173.6139535
1604.25,108.137,173.4787823
1605.5,108.137,173.6139535
1607.5,108.137,173.8302275
1616,108.137,174.749392
1608.75,108.137,173.9653988
1608.5,108.137,173.9383645
1606.75,108.138,173.7507315
1602.75,110.6,177.26415
1606.5,111.585,179.2613025
1622.25,112.077,181.8169133
1610.75,112.077,180.5280278
1602.25,112.077,179.5753733
1592.25,112.077,178.4546033
1578.75,112.077,176.9415638
1579.25,112.077,176.9976023
1578.75,112.077,176.9415638
1579.75,108.63,171.6082425
1569.25,106.167,166.6025648
1568.5,100.75,158.026375
1562.5,96.81,151.265625
1550.5,96.81,150.103905
1538,96.81,148.89378
1554,96.81,150.44274
1569.25,96.81,151.9190925
1562.75,96.81,151.2898275
1558.5,96.81,150.878385
1552.25,96.81,150.2733225
1547.75,96.81,149.8376775
1548.5,96.81,149.910285
1548.5,96.81,149.910285
1562.5,96.81,151.265625
1560.75,96.81,151.0962075
1556.5,97.302,151.450563
1547.25,97.302,150.5505195
1551.25,97.302,150.9397275
1553.75,96.81,150.4185375
1548,97.302,150.623496
1540.75,97.302,149.9180565
1541.75,97.302,150.0153585
1537,97.302,149.553174
1541.5,97.302,149.991033
1547.5,98.78,152.86205
1548.75,100.75,156.0365625
1549,101.242,156.823858
1551,101.242,157.026342
1563.25,101.242,158.2665565
1565.75,101.243,158.5212273
1563.75,101.735,159.0881063
1554.25,101.735,158.1216238
1569.25,101.735,159.6476488
1575.75,101.735,160.3089263
1560.75,101.735,158.7829013
1560.75,101.735,158.7829013
1556.5,97.795,152.2179175
1553.75,92.87,144.2967625
1542,91.885,141.68667
1504.5,87.452,131.571534
1508.5,87.452,131.921342
1507.25,87.452,131.812027
1511.5,87.452,132.183698
1509.5,87.452,132.008794
1513.5,87.452,132.358602
1510.25,86.467,130.5867868
1512.5,84.497,127.8017125
1507.5,84.497,127.3792275
1511.75,84.005,126.9945588
1512,84.005,127.01556
1515,84.005,127.267575
1511.75,84.005,126.9945588
1513,84.005,127.099565
1510,84.497,127.59047
1512.5,84.497,127.8017125
1512.75,84.497,127.8228368
1512.5,84.497,127.8017125
1514.5,84.497,127.9707065
1512.25,84.497,127.7805883
1513,84.497,127.843961
1512.5,84.497,127.8017125
1516.5,84.497,128.1397005
1516.75,84.497,128.1608248
1515.75,84.497,128.0763278
1516.5,83.02,125.89983
1519.75,77.602,117.9356395
1514.75,76.617,116.0556008
1517.25,75.632,114.752652
1515.5,75.14,113.87467
1520,75.14,114.2128
1515.75,75.14,113.893455
1517,74.647,113.239499
1514.75,67.752,102.627342
1513.75,59.38,89.886475
1513.5,57.902,87.634677
1516.75,57.902,87.8228585
1517.25,57.41,87.1053225
1514,57.41,86.91874
1516.5,57.41,87.062265
1514,57.41,86.91874
1516,57.41,87.03356
1513.5,57.41,86.890035
1516.75,56.918,86.3303765
1517.5,57.41,87.119675
1515.5,54.455,82.5265525
1512,53.47,80.84664
1513.5,52.977,80.1806895
1510.5,51.5,77.79075
1513.5,49.53,74.963655
1511.25,49.53,74.8522125
1514.25,49.53,75.0008025
1511.75,49.53,74.8769775
1510.5,49.53,74.815065
1509.25,49.53,74.7531525
1511.75,49.53,74.8769775
1508.75,49.53,74.7283875
1510.5,49.53,74.815065
1511.5,49.53,74.864595
1510,49.53,74.7903
1506.25,49.53,74.6045625
1509,49.53,74.74077
1507.5,49.53,74.666475
1511.25,49.53,74.8522125
1508.5,49.53,74.716005
1507.5,49.53,74.666475
1503.5,41.65,62.620775
1506,38.695,58.27467
1504.75,38.695,58.22630125
1508,38.695,58.35206
1503.5,38.695,58.1779325
1504.5,38.695,58.2166275
1503.5,38.695,58.1779325
1503.75,38.202,57.4462575
1501.75,34.262,51.4529585
1502.75,29.83,44.8270325
1502,28.352,42.584704
1502.25,28.352,42.591792
1498.5,27.86,41.74821
1499,27.86,41.76214
1497.25,27.86,41.713385
1498,27.86,41.73428
1494.75,27.86,41.643735
1495.75,27.86,41.671595
1494,27.86,41.62284
1494,28.845,43.09443
1491.25,36.232,54.03097
1496,41.157,61.570872
1492,42.635,63.61142
1492.25,42.635,63.62207875
1489.25,42.635,63.49417375
1491.75,42.635,63.60076125
1492,42.635,63.61142
1492.25,43.127,64.35626575
1489.75,43.127,64.24844825
1495,43.62,65.2119
1488.75,44.605,66.40569375
1489,46.575,69.350175
1486,54.455,80.92013
1489.5,57.41,85.512195
1489.5,57.903,86.2465185
1490,58.395,87.00855
1483,61.842,91.711686
1486.25,65.29,97.0372625
1486,68.245,101.41207
1486.5,73.663,109.5000495
1485.75,74.647,110.9067803
1487,75.14,111.73318
1486.75,75.632,112.445876
1486.25,75.632,112.40806
1487,76.125,113.197875
1489,76.125,113.350125
1488.75,76.125,113.3310938
1482.25,76.617,113.5655483
1485,76.617,113.776245
1487.5,76.617,113.9677875
1489,76.617,114.082713
1486.25,76.617,113.8720163
1488.5,76.617,114.0444045
1485,55.44,82.3284
1487,38.695,57.539465
1484.75,28.352,42.095632
1486,27.367,40.667362
1483,24.905,36.934115
1485.75,14.562,21.6354915
1483.75,3.728,5.53142
1485.25,5.697,8.46146925
1482.25,27.367,40.56473575
1482,27.367,40.557894
1482.25,27.367,40.56473575
1483.5,27.86,41.33031
1479.5,27.86,41.21887
1482.5,28.352,42.03184
1485,33.77,50.14845
1491.5,33.77,50.367955
1499.25,33.77,50.6296725
1504.75,34.262,51.5557445
1504.25,35.247,53.02029975
1500.75,39.68,59.54976
1495,42.142,63.00229
1494,43.128,64.433232
1494,44.605,66.63987
1498.25,44.605,66.82944125
1496.5,44.605,66.7513825
1475.5,44.605,65.8146775
1471.75,45.097,66.37150975
1471.5,45.097,66.3602355
1472.75,46.082,67.8672655
1468.5,46.575,68.3953875
1471,47.56,69.96076
1470,48.053,70.63791
1470.5,48.545,71.3854225
1468,49.53,72.71004
1467.25,51.008,74.841488
1468.75,51.992,76.36325
1467.5,52.485,77.0217375
1470,52.485,77.15295
1464.5,52.485,76.8642825
1466.25,52.978,77.6789925
1466.5,53.47,78.413755
1470.25,53.963,79.33910075
1464.25,54.455,79.73573375
1466,54.455,79.83103
1467.25,54.947,80.62098575
1467.75,54.947,80.64845925
1463.5,54.947,80.4149345
1462.5,54.947,80.3599875
1467.25,54.947,80.62098575
1465,54.947,80.497355
1467.5,54.947,80.6347225
1462.25,54.947,80.34625075
1464.5,54.947,80.4698815
1465.25,55.932,81.954363
1464.75,59.38,86.976855
1463.75,60.365,88.35926875
1463,63.813,93.358419
1465.5,64.305,94.2389775
1464,64.797,94.862808
1464.5,64.797,94.8952065
1461.25,64.797,94.68461625
1463.5,64.797,94.8304095
1466,64.797,94.992402
1461.25,64.797,94.68461625
1464,64.797,94.862808
1461,64.797,94.668417
1464.25,64.797,94.87900725
1465.25,64.797,94.94380425
1460.75,64.797,94.65221775
1463.75,60.365,88.35926875
1464.25,59.38,86.947165
1464.25,58.395,85.50487875
1464,57.902,84.768528
1465,55.932,81.94038
1464.25,54.455,79.73573375
1462,54.455,79.61321
1464.5,53.962,79.027349
1460.75,53.962,78.8249915
1462,53.962,78.892444
1458.25,53.962,78.6900865
1461.5,53.962,78.865463
1458.5,53.963,78.7050355
1462,55.932,81.772584
1463.75,58.395,85.47568125
1461.75,59.38,86.798715
1460.25,61.842,90.3047805
1459.75,63.32,92.43137
1462.75,63.32,92.62133
1457.5,63.812,93.00599
1457.75,63.812,93.021943
1458.5,61.35,89.478975
1460.75,57.41,83.8616575
1462.75,53.47,78.2132425
1458,49.53,72.21474
1461.25,50.022,73.0946475
1461.25,49.53,72.3757125
1462.5,49.53,72.437625
1459,51.5,75.1385
1458.5,54.455,79.4226175
1459.5,57.41,83.789895
1457.25,59.38,86.531505
1461,60.365,88.193265
1462.25,60.857,88.98814825
1460.25,62.335,91.02468375
1459.5,62.827,91.6960065
1462.75,62.827,91.90019425
1461.25,62.827,91.80595375
1459.75,62.827,91.71171325
1459.75,62.827,91.71171325
1457.5,63.32,92.2889
1459,63.32,92.38388
1456.25,63.32,92.20975
1457.25,63.32,92.27307
1459.75,63.32,92.43137
1456.75,63.32,92.24141
1456.75,63.32,92.24141
1454.5,63.32,92.09894
1459.5,63.32,92.41554
1458.75,63.32,92.36805
1461.25,63.32,92.52635
1458.25,63.32,92.33639
1457.75,63.32,92.30473
1459.75,63.32,92.43137
1456.5,63.32,92.22558
1460.75,63.32,92.49469
1457.5,63.32,92.2889
1460.25,63.32,92.46303
1458.25,63.32,92.33639
1456.5,63.32,92.22558
1457.25,64.305,93.70846125
1455,66.275,96.430125
1458.5,67.26,98.09871
1460,67.26,98.1996
1458.5,67.26,98.09871
1456.75,67.26,97.981005
1459,67.26,98.13234
1459.5,67.26,98.16597
1458,67.26,98.06508
1458.75,67.752,98.83323
1459.5,68.245,99.6035775
1459.25,68.245,99.58651625
1456.5,68.738,100.116897
1457.5,69.23,100.902725
1459.5,69.722,101.759259
1459.25,69.722,101.7418285
1460.5,69.722,101.828981
1461,69.722,101.863842
1464,69.722,102.073008
1460,70.215,102.5139
1460.25,69.722,101.8115505
1460,69.722,101.79412
1457.75,69.723,101.6387033
1460,70.215,102.5139
1455.75,70.215,102.2154863
1459.5,70.215,102.4787925
1459.75,70.215,102.4963463
1461,70.215,102.584115
1457,70.215,102.303255
1460,70.215,102.5139
1461.5,69.723,101.9001645
1460.25,70.215,102.5314538
1461.5,70.215,102.6192225
1461.25,70.215,102.6016688
1459.5,70.215,102.4787925
1459.75,70.215,102.4963463
1461.25,70.215,102.6016688
1459,70.215,102.443685
1459.25,70.215,102.4612388
1462,70.215,102.65433
1461,70.215,102.584115
1462.5,70.215,102.6894375
1458.75,70.215,102.4261313
1464.75,70.215,102.8474213
1464.75,70.215,102.8474213
1461.75,70.215,102.6367763
1462.25,70.215,102.6718838
1462,70.215,102.65433
1466,70.215,102.93519
1463.75,69.23,101.3354125
1463.75,61.35,89.8010625
1459.25,56.917,83.05613225
1463.5,51.992,76.090292
1461,50.022,73.082142
1459,49.53,72.26427
1463.25,49.037,71.75339025
1459.75,48.545,70.86356375
1462.25,45.59,66.6639775
1459.5,42.635,62.2257825
1460.5,42.142,61.548391
1461.5,41.157,60.1509555
1457.25,40.172,58.540647
1459,40.172,58.610948
1458.5,40.172,58.590862
1458.25,40.172,58.580819
1456.5,40.172,58.510518
1456.25,40.172,58.500475
1457.5,40.172,58.55069
1457.25,40.172,58.540647
1457,40.172,58.530604
1452.25,36.232,52.617922
1452.5,32.292,46.90413
1452.5,32.292,46.90413
1450.5,32.292,46.839546
1452.25,30.815,44.75108375
1449,30.815,44.650935
1450.25,30.815,44.68945375
1450.25,30.815,44.68945375
1449.75,30.815,44.67404625
1451.75,30.815,44.73567625
1447.5,30.815,44.6047125
1450.5,30.815,44.6971575
1448.25,30.815,44.62782375
1445,30.815,44.527675
1446.25,30.322,43.8531925
1442.5,29.83,43.029775
1445,28.845,41.681025
1444.5,28.352,40.954464
1444.5,28.352,40.954464
1440.25,28.352,40.833968
1439.75,28.352,40.819792
1442,28.352,40.883584
1442.5,28.352,40.89776
1439.5,28.352,40.812704
1435.5,28.352,40.699296
1437.5,31.8,45.7125
1439.5,38.695,55.7014525
1440.25,41.65,59.9864125
1439,49.037,70.564243
1447.5,55.44,80.2494
1482,64.305,95.30001
1495.5,63.812,95.430846
1438.75,63.813,91.81095375
1440.5,69.23,99.725815
1437.5,71.2,102.35
1440.5,72.185,103.9824925
1439.5,72.185,103.9103075
1437,72.185,103.729845
1437.5,72.677,104.4731875
1433,72.677,104.146141
1437.25,72.677,104.4550183
1441.25,72.677,104.7457263
1439.75,72.677,104.6367108
1440.5,72.677,104.6912185
1437.25,72.677,104.4550183
1441,72.677,104.727557
1440.25,72.677,104.6730493
1435.5,73.17,105.035535
1437.5,73.17,105.181875
1437.5,73.17,105.181875
1442,73.17,105.51114
1443,72.677,104.872911
1438.75,73.17,105.2733375
1441.5,73.17,105.474555
1437.75,73.17,105.2001675
1441.75,73.17,105.4928475
1439.5,73.17,105.328215
1439.5,73.17,105.328215
1443.25,73.17,105.6026025
1444.25,75.632,109.231516
1444,78.095,112.76918
1443,85.482,123.350526
1443.75,86.96,125.5485
1448.5,87.452,126.674222
1445.5,87.452,126.411866
1443.25,88.438,127.6381435
1441.25,89.422,128.8794575
1443,93.363,134.722809
1447.25,94.84,137.25719
1446.75,94.84,137.20977
1450.25,95.333,138.2566833
1452,96.317,139.852284
1478.5,100.258,148.231453
1504.25,100.75,151.5531875
1535.5,101.242,155.457091
1535,101.242,155.40647
1544,100.75,155.558
1543.5,101.242,156.267027
1553.75,100.75,156.5403125
1558.5,101.242,157.785657
1563.25,101.243,158.2681198
1563.25,101.735,159.0372388
1567.25,101.735,159.4441788
1573.75,101.735,160.1054563
1578,101.735,160.53783
1580.25,101.735,160.7667338
1585.75,101.735,161.3262763
1590.25,101.735,161.7840838
1586.25,101.735,161.3771438
1587,102.227,162.234249
1587.5,102.227,162.2853625
1587.75,102.227,162.3109193
1592.25,102.227,162.7709408
1587.75,102.227,162.3109193
1587.75,102.227,162.3109193
1586.25,102.227,162.1575788
1586,102.227,162.132022
1584.5,101.735,161.1991075
1585.5,101.735,161.3008425
1580.75,102.227,161.5953303
1576.75,102.227,161.1864223
1580.75,101.735,160.8176013
1571,101.735,159.825685
1574,99.765,157.03011
1583,95.332,150.910556
1566,93.362,146.204892
1539.25,93.362,143.7074585
1515.75,93.362,141.5134515
1489.75,93.362,139.0860395
1473,93.362,137.522226
1477.75,93.362,137.9656955
1478,93.362,137.989036
1477.25,93.362,137.9190145
1479.75,93.362,138.1524195
1474.25,93.362,137.6389285
1475.75,93.362,137.7789715
1477.75,89.915,132.8718913
1479.25,82.035,121.3502738
1473,80.065,117.935745
1474.75,80.065,118.0758588
1476.5,77.602,114.579353
1473,73.17,107.77941
1474.75,71.2,105.0022
1476,71.2,105.0912
1478.25,70.707,104.5226228
1475.25,69.722,102.8573805
1475,65.782,97.02845
1472.25,63.813,93.94868925
1476,64.305,94.91418
1475.5,63.32,93.42866
1476,58.887,86.917212
1473.75,52.977,78.07485375
1473.25,48.052,70.792609
1471.75,47.56,69.99643
1471.5,46.575,68.5351125
1475,45.59,67.24525
1472.5,43.127,63.5045075
1472.5,38.695,56.9783875
1475.25,34.755,51.27231375
1473.5,30.322,44.679467
1469.75,27.86,40.947235
1470.25,27.86,40.961165
1471,27.86,40.98206
1469,27.86,40.92634
1469.25,27.86,40.933305
1465.25,27.367,40.09949675
1466,27.367,40.120022
1464,27.367,40.065288
1467.25,27.367,40.15423075
1462.75,27.367,40.03107925
1463.25,27.367,40.04476275
1462.5,27.367,40.0242375
1463.25,27.86,40.766145
1462.5,27.86,40.74525
1458.25,27.86,40.626845
1461,27.86,40.70346
1460.25,30.815,44.99760375
1459.25,32.785,47.84151125
1454.5,34.262,49.834079
1456.75,34.262,49.9111685
1456,34.262,49.885472
1454.5,27.86,40.52237
1455.5,27.86,40.55023
1454.5,27.86,40.52237
1454.75,27.86,40.529335
1452.25,27.86,40.459685
1450.75,27.86,40.417895
1449,27.86,40.36914
1447.75,27.86,40.334315
1450.25,27.86,40.403965
1449,28.353,41.083497
1449.5,31.8,46.0941
1447,38.695,55.991665
1445,40.172,58.04854
1450,41.157,59.67765
1444.25,41.158,59.4424415
1446,41.65,60.2259
1446,41.65,60.2259
1447.5,42.142,61.000545
1447.25,42.142,60.9900095
1443,42.142,60.810906
1446.25,42.142,60.9478675
1440.5,42.142,60.705551
1442.25,42.142,60.7792995
1443.25,42.142,60.8214415
1440.25,41.65,59.9864125
1442.25,41.65,60.0697125
1441,41.65,60.01765
1443.75,41.65,60.1321875
1441.75,41.65,60.0488875
1439.5,41.65,59.955175
1440.5,41.65,59.996825
1436.75,50.023,71.87054525
1439.5,55.44,79.80588
1440.25,60.857,87.64929425
1438.25,66.768,96.029076
1441.25,71.692,103.326095
1439.75,76.618,110.3107655
1441,82.035,118.212435
1439.25,88.93,127.9925025
1439,90.9,130.8051
1441.25,92.377,133.1383513
1439.5,93.855,135.1042725
1442.25,95.332,137.492577
1444.25,97.795,141.2404288
1446,98.288,142.124448
1448.25,98.78,143.058135
1463.5,100.258,146.727583
1505.5,101.735,153.1620425
1532.5,102.227,156.6628775
1542.5,102.72,158.4456
1533.25,103.212,158.249799
1538.25,103.213,158.7673973
1550.25,103.705,160.7686763
1560.5,104.69,163.368745
1557.75,105.183,163.8488183
1556.75,105.675,164.5095563
1573.75,105.675,166.3060313
1578.25,107.152,169.112644
1571.75,109.122,171.5125035
1583.25,111.092,175.886409
1588,110.6,175.6328
1564.5,112.57,176.115765
1563.75,114.54,179.111925
1559.75,114.54,178.653765
1557.25,115.033,179.1351393
1554.5,115.525,179.5836125
1563.25,115.525,180.5944563
1560.5,116.017,181.0445285
1536.75,116.017,178.2891248
1533.5,116.018,177.913603
1524.5,116.51,177.619495
1528,116.018,177.275504
1528.5,116.51,178.085535
1528.5,116.51,178.085535
1528.5,116.51,178.085535
1519.75,116.51,177.0660725
1516,116.51,176.62916
1517.25,117.002,177.5212845
1514.5,117.987,178.6913115
1513.75,117.988,178.604335
1520,118.972,180.83744
1525,119.465,182.184125
1520.25,120.45,183.1141125
1519.5,120.942,183.771369
1521.5,121.928,185.513452
1521.5,122.912,187.010608
1517.75,123.897,188.0446718
1504,123.897,186.341088
1487.25,124.39,184.9990275
1491.25,124.39,185.4965875
1496.5,117.495,175.8312675
1490.25,104.69,156.0142725
1484.75,91.392,135.694272
1484.75,84.497,125.4569208
1481.25,83.512,123.70215
1484.25,83.512,123.952686
1486.5,83.02,123.40923
1481.75,83.512,123.743906
1479.25,83.512,123.535126
1486.25,81.05,120.4605625
1486.25,79.572,118.263885
1484.5,79.572,118.124634
1482.5,79.572,117.96549
1484.5,79.572,118.124634
1483.5,81.542,120.967557
1486.5,81.542,121.212183
1482.25,81.542,120.8656295
1487.5,81.542,121.293725
1489.75,81.542,121.4771945
1489.75,81.542,121.4771945
1484.25,81.542,121.0287135
1487.5,82.035,122.0270625
1486.25,81.542,121.1917975
1487.5,82.035,122.0270625
1481.75,82.035,121.5553613
1488.75,82.035,122.1296063
1489.5,82.035,122.1911325
1490.25,82.035,122.2526588
1487,82.035,121.986045
1490.75,82.035,122.2936763
1490.75,82.035,122.2936763
1491.25,80.557,120.1306263
1490,80.557,120.02993
1494,80.557,120.352158
1491,80.557,120.110487
1488.25,80.557,119.8889553
1492.25,80.557,120.2111833
1490,80.557,120.02993
1490,80.557,120.02993
1490.25,78.587,117.1142768
1491.75,76.125,113.5594688
1492.25,73.17,109.1879325
1491.5,72.677,108.3977455
1489.75,72.677,108.2705608
1493,72.677,108.506761
1491.25,72.677,108.3795763
1493.25,72.677,108.5249303
1490,72.677,108.28873
1492.25,73.17,109.1879325
1492.75,73.17,109.2245175
1493.75,73.17,109.2976875
1491.75,72.677,108.4159148
1495.75,68.737,102.8133678
1493,61.842,92.330106
1492.75,54.947,82.02213425
1489.75,52.977,78.92248575
1494.75,51.007,76.24271325
1490.75,49.53,73.8368475
1494,49.037,73.261278
1490.75,49.037,73.10190775
1492.25,48.052,71.705597
1488.75,47.067,70.07099625
1490.5,46.082,68.685221
1489.25,46.082,68.6276185
1493,46.082,68.800426
1486.5,46.082,68.500893
1489,46.082,68.616098
1488.75,46.082,68.6045775
1492,43.127,64.345484
1487.5,43.127,64.1514125
1489.5,43.127,64.2376665
1487.25,43.127,64.14063075
1487,43.127,64.129849
1482.25,43.127,63.92499575
1485.25,43.127,64.05437675
1486.75,43.127,64.11906725
1487.5,43.128,64.1529
1484.25,46.575,69.12894375
1481.75,49.53,73.3910775
1484.75,50.515,75.00214625
1484.25,51.5,76.438875
1483.75,52.978,78.6061075
1481.75,54.455,80.68869625
1484.75,56.425,83.77701875
1481.75,62.335,92.36488625
1483,64.305,95.364315
1481,64.305,95.235705
1485.5,64.797,96.2559435
1482.75,64.797,96.07775175
1483.5,65.29,96.857715
1479.25,65.29,96.5802325
1483.25,65.783,97.57263475
